College,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Outstate_Tier,Outstate_Tier_Encoded,Private_Encoded,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Outstate_Tier_Encoded_scaled,Accept_Rate_scaled
Pacific Union College,Yes,940,668,385,20,48,1316,139,11925,3825,630,1926,48.0,87,12.3,12,9157,69,5.391858778863551,Medium,1,1,-0.5925208943263433,-0.16464391628379804,-0.2637884142137955,-0.3648548132680998,-0.5345902777664516,0.4770398521241707,0.6339700077405097,0.9857796287851013,-1.498334943952575,0.4259346495311623,-0.4084259016153431,-0.8347120348951067,0.21607293964752927,0.3581403891754813,-0.2468512345770413
Pacific University,Yes,943,849,288,41,71,1041,35,14210,3994,450,1100,76.0,76,10.9,22,11216,42,5.393794785885336,Medium,1,1,-0.3411501357394422,-0.49120131495986397,0.9029060992795955,-0.6311602754168675,-1.2789032854925582,0.9625950037563699,-0.6142542984789047,-0.18659120673062196,0.1176563164912192,-0.4230962065588109,-0.7897561601567338,0.08579840488433134,0.6970660064402734,0.3581403891754813,1.0434067882226223
Pembroke State University,No,944,774,440,14,34,2174,529,6360,2760,550,1498,77.0,77,15.0,5,6443,48,5.394438653630992,Low,0,0,-0.43761828020248633,-0.01924087892737898,-0.7684736752694478,0.1614484026985064,0.2902595832078523,-1.0424734859036977,0.12366360001576755,0.45375244544118093,0.18895256078278097,-0.35347352257287784,0.2822630870249347,-1.7484034784636024,-0.7537702079521837,-1.0987972149572356,0.49648275822259835
Pennsylvania State Univ. Main Campus,No,19315,10344,3450,48,93,28938,2025,10645,4060,512,2394,77.0,96,18.1,19,8992,63,7.040672847296242,Medium,1,0,2.04589872637729,1.8838551542076258,1.1890885687490678,2.1215012615845956,1.235943436070582,0.17777648132971624,-0.14179539883908043,1.4543323149585328,0.18895256078278097,1.2632379969775114,1.0179463816947247,-0.16286735762255852,0.170310827182809,0.3581403891754813,-1.4379055359751056
Pepperdine University,Yes,3821,2037,680,86,96,2488,625,18200,6770,500,700,95.0,98,11.6,13,16185,66,6.20198609382379,High,2,1,0.5417841529648038,0.43461524159518944,2.354101083761265,0.293310779140834,0.40103590338053213,1.6996951338517094,-0.2291946039516519,-1.09776212520345,1.632664244935875,1.467641878959388,-0.5968513856813783,-0.7285459060471434,1.4431776157179133,1.8150779933081982,-1.4544746182974986
Peru State College,No,701,501,458,10,40,959,457,2580,2624,500,900,48.0,100,20.1,24,4870,44,5.211673854986479,Low,0,0,-0.899674039830938,0.02383984871169172,-1.204141438433242,-0.7276442458726137,0.1945650196537428,-2.7232092507461854,-0.2291946039516519,-0.5948985251698033,-1.498334943952575,1.6789026453905742,1.4665986044009738,0.24207061628816592,-1.6697198684887762,-1.0987972149572356,-0.21926794965274374
Pfeiffer College,Yes,838,651,159,11,25,654,162,8640,3700,400,1915,62.0,62,12.2,13,7634,48,5.321770128085581,Low,0,1,-0.6197955741404304,-1.2065910277498813,-1.0845174670653988,-1.2014181888893443,-0.44551928585790695,-0.34274287756054267,-1.0385747644227592,0.9735435765255882,-0.7820953142680762,-1.2494530951634284,-0.43508339754859504,-0.7285459060471434,-0.2627086709293968,-1.0987972149572356,0.20353779930329322
Philadelphia Coll. of Textiles and Sci.,Yes,1538,1259,468,19,42,1664,1042,11690,5062,600,1664,48.0,80,12.9,15,8028,68,5.685745980883667,Medium,1,1,0.06297802021240058,0.04693807982132777,-0.3392340437249904,-0.1116484284915398,0.752174465758969,0.4237367718403794,0.4496014388117547,0.6750283477361848,-1.498334943952575,-0.1356944211524122,-0.2502164792374274,-0.5277223720549751,-0.12549626589483603,0.3581403891754813,0.4875059369550036
Phillips University,Yes,692,576,174,19,50,597,83,10500,3860,600,940,58.0,64,11.6,19,8990,39,5.203648601302708,Medium,1,1,-0.7499673186352175,-1.0937862971100665,-0.3392340437249904,-1.3202628273561652,-0.8248132324389372,0.1424118724317926,0.4496014388117547,-0.5069333484443382,-1.0054500100654609,-1.1477182127095475,-0.5968513856813783,-0.16286735762255852,0.16974819996112464,0.3581403891754813,0.5812032083319486
Piedmont College,Yes,663,562,127,20,40,641,63,5640,3620,600,750,89.0,89,13.2,17,7309,31,5.177006580876351,Low,0,1,-0.7762683419391355,-1.4946627369472683,-0.2637884142137955,-1.2273816009701404,-0.9740319705249556,-1.2974147564820286,0.4496014388117547,-0.9606431574678065,1.1176527018812943,0.6005650532112241,-0.17218743851993448,-0.3398815888114029,-0.3843871007626564,-1.0987972149572356,0.6852252469486609
Pikeville College,Yes,404,400,169,28,48,797,100,6000,3000,500,500,48.0,57,13.4,14,5557,61,4.862622776085539,Low,0,1,-1.144353341375339,-1.1300989314251952,0.2564541555541443,-0.9517104153928454,-0.721640291085043,-1.1674301958517874,-0.2291946039516519,-1.7565250579131293,-1.498334943952575,-1.481398373568703,-0.12055104982347017,-0.6263490551654358,-1.220536883217599,-1.0987972149572356,1.6541227110106296
Pitzer College,Yes,1133,630,220,37,73,750,30,17688,5900,650,850,100.0,100,10.4,11,14820,73,5.504567135687119,High,2,1,-0.6545588138626988,-0.8074776554826101,0.7226458157909562,-1.0273153927462602,-1.3559697713457746,1.6114775799679804,0.7526774067369608,-0.7100928488101287,2.087653298069207,1.6789026453905742,-0.9305096236198235,-0.9453261344609437,1.2772327683754374,1.8150779933081982,-1.298434214859739
Point Loma Nazarene College,Yes,809,687,428,20,43,1889,217,10178,4190,800,750,71.0,71,16.1,19,7895,54,5.30016177093406,Medium,1,1,-0.5629022028990993,-0.0491067053906913,-0.2637884142137955,0.019897344884858746,-0.2717006389429036,0.0627145062529262,1.5536080298286021,-0.9606431574678065,-0.2247648828620271,-0.7494672137091747,0.5495374102901839,-0.16286735762255852,-0.17063178502208903,0.3581403891754813,0.695662667639358
Point Park College,Yes,875,744,207,7,38,1173,1402,9700,4830,400,1200,45.0,90,14.5,10,7652,66,5.3482030540821075,Medium,1,1,-0.47903922397421067,-0.880832690196907,-1.6267810138219474,-0.49382889549771775,0.9643233998613193,-0.05870817156231771,-1.0385747644227592,-0.007652219826546156,-1.6279649723564091,0.6902976719925955,0.15826329539749684,-1.060970526681064,-0.25620337050149916,0.3581403891754813,0.7030715586606741
Polytechnic University,Yes,1132,847,302,58,89,1379,214,16200,4200,436,2486,90.0,90,10.4,14,14329,62,5.504037801142214,High,2,1,-0.3436024815422025,-0.4368036320882189,1.5482723599064572,-0.3133471103113865,-0.28009340678382877,1.3451696241042976,-0.7287469520785289,1.536331653017786,1.2011418370759805,0.6902976719925955,-0.9305096236198235,-0.6263490551654358,1.2116499685694828,1.8150779933081982,0.008880451170797775
Prairie View A. and M. University,No,2405,2234,1061,10,22,4564,448,4290,3500,598,1582,75.0,93,19.4,1,5967,35,5.9436298077107335,Low,0,0,0.6318400872893458,0.8681541233453204,-1.204141438433242,0.840464394481643,0.18166184939151506,-1.8402230679700669,0.437026676513818,0.5684121415197002,0.0472975055627926,0.9692990979140862,1.3116354267818913,-2.5915300639706675,-0.9912550775306536,-1.0987972149572356,1.237816320788868
Presbyterian College,Yes,1082,832,302,34,63,1133,30,11859,3635,554,1429,80.0,85,13.4,42,8354,85,5.476911373204706,Medium,1,1,-0.3621947890616827,-0.4368036320882189,0.5776799288914052,-0.5333714638444964,-1.3559697713457746,0.4621398389290514,0.15066888890102867,0.3550234738488856,0.4084666114840554,0.25767565625110594,-0.12055104982347017,1.4214971999277994,-0.019585210066804658,0.3581403891754813,0.14977759286553077
Princeton University,Yes,13218,2042,1153,90,98,4540,146,19900,5910,675,1575,91.0,96,8.4,54,28320,99,6.853120120738465,High,2,1,0.5441831674398898,0.9459591985578121,2.452443922292768,0.8360158508577998,-0.5061565996033315,1.981410306111448,0.8966657965552619,0.559075194114214,1.285569340238181,1.2632379969775114,-1.5221214688076337,2.063646228817461,2.33053015414705,1.8150779933081982,-4.0299606298572845
Providence College,Yes,5139,3346,973,20,55,3717,1358,14400,6200,450,1100,66.0,74,18.4,35,8135,96,6.362851633369054,Medium,1,1,1.019229849254534,0.786080102174223,-0.2637884142137955,0.663410627600749,0.9412284493768915,1.0005868453678388,-0.6142542984789047,-0.18659120673062196,-0.5437597006270006,-0.5579571392876599,1.0864302146786262,1.0017342937327451,-0.09001309276925237,0.3581403891754813,-0.6518520840381163
Purdue University at West Lafayette,No,21804,18744,5874,29,60,26213,4065,9556,3990,570,1060,86.0,86,18.2,15,8604,67,7.099524725699029,Medium,1,0,2.5552800770330184,2.285414806581724,0.3133361961439693,2.0652346851094014,1.7786220096058747,-0.09605583656555074,0.25701902020397893,-0.262417202994713,0.8728148827034736,0.3410143789166372,1.040823052329025,-0.5277223720549751,0.05741037916067402,0.3581403891754813,0.7668298958277553
Queens College,Yes,516,392,154,32,62,630,549,11020,4970,610,1900,73.0,75,14.0,36,9315,58,5.019334593646747,Medium,1,1,-1.1664960964972941,-1.246947559631307,0.4756588429698257,-1.249857079077316,0.3147530959025511,0.2677926601421741,0.5119327660679461,0.956752752058499,-0.09060810988813835,-0.4912534379026085,0.03258838544133381,1.0642129526815685,0.2587171655003692,0.3581403891754813,0.0868123408579472
Quincy University,Yes,1025,707,297,22,66,1070,72,10100,4140,450,1080,69.0,71,16.3,32,6880,80,5.444296800355919,Medium,1,1,-0.5326562064282423,-0.455891177755806,-0.12094221917214974,-0.5992336650914178,-0.9022691057091234,0.04316040253595542,-0.6142542984789047,-0.22417915185443274,-0.3551734271494861,-0.7494672137091747,0.5973594417391935,0.808539510579746,-0.5584050678317484,0.3581403891754813,-0.38889810202500574
Quinnipiac College,Yes,3712,2153,806,17,45,2677,714,12030,6140,1000,500,63.0,73,12.0,33,8847,86,6.186089142653919,Medium,1,1,0.5958815755808914,0.6037771105286838,-0.4994689411839057,0.3632603571840615,0.4907911797800222,0.5006331677019721,2.4385556153715937,-1.7565250579131293,-0.7239160936184083,-0.6232192944825511,-0.48865480430561903,0.8739402534841448,0.1290131548058799,0.3581403891754813,-1.1354180535607017
Radford University,No,5702,4894,1742,15,37,8077,472,6684,4110,500,900,73.0,83,19.6,9,4519,62,6.418466483734567,Low,0,0,1.3741085076132935,1.317723570418919,-0.6744109272506593,1.2929472324042766,0.21556995474047796,-0.9339268603208138,-0.2291946039516519,-0.5948985251698033,-0.09060810988813835,0.09569733284866454,1.3561294433902287,-1.18236541463741,-1.938981577108127,-1.0987972149572356,0.7575553539845047
Ramapo College of New Jersey,No,2088,957,362,6,29,2745,1938,4449,4860,600,1655,74.0,95,17.8,8,7333,47,5.863003180312434,Low,0,0,-0.21716511155336057,-0.23273019403061607,-1.7978331880954055,0.386968324484403,1.2029807928286214,-1.770924973792436,0.4496014388117547,0.6635672183793232,-0.022123945179242006,1.1635803366973685,0.9490194931800552,-1.310419180097965,-0.37511798509969513,-1.0987972149572356,-1.9631037999176164
Randolph-Macon College,Yes,1771,1325,306,21,46,1071,27,13840,3735,400,900,77.0,80,10.7,38,11080,74,5.768022873709703,Medium,1,1,0.11458223142449975,-0.42179417873863634,-0.1910995085854955,-0.5981516140813559,-1.4079726500278762,0.8876420774712049,-1.0385747644227592,-0.5948985251698033,0.18895256078278097,-0.1356944211524122,-0.845749676894635,1.186525502100285,0.6696059270201028,0.3581403891754813,0.008415603154037882
Randolph-Macon Woman's College,Yes,696,616,169,35,66,653,56,13970,6110,370,920,88.0,97,9.2,24,16358,68,5.207229121729401,Medium,1,1,-0.6784297466018213,-1.1300989314251952,0.6270233788095004,-1.2033929563374504,-1.0365500942946195,0.9141252420783167,-1.3159168023606214,-0.550473254176688,1.0351018728628827,1.3645882269351624,-1.2795288599936459,0.24207061628816592,1.4626718153826495,0.3581403891754813,0.9395992751289208
Reed College,Yes,1966,1436,327,47,80,1199,61,19960,5490,500,450,90.0,90,11.8,37,15886,68,5.828407344833243,High,2,1,0.19546474174892609,-0.34654023357685937,1.1501937769220463,-0.4689973181040081,-0.9912281496306625,1.9910590659179963,-0.2291946039516519,-1.9594513469023465,1.2011418370759805,0.6902976719925955,-0.5425747226939668,1.1257980885897985,1.4087161707952758,1.8150779933081982,-0.11231007041167941
Regis College,Yes,427,385,143,18,38,581,533,12700,5800,450,700,81.0,85,10.3,37,11758,84,4.89832834608513,Medium,1,1,-1.1862710237772573,-1.3413148601096168,-0.41769469988544683,-1.356128824646746,0.2952242791684142,0.6480837816681111,-0.6142542984789047,-1.09776212520345,0.4835133023364041,0.25767565625110594,-0.9589736432806009,1.1257980885897985,0.8015967825477371,0.3581403891754813,1.0523940515727441
Rensselaer Polytechnic Institute,Yes,4996,4165,936,53,82,4291,16,17475,5976,1230,1100,94.0,98,15.4,21,15605,70,6.347681494497248,High,2,1,1.224713613423319,0.7489755982375111,1.3749937779595973,0.7881001855829313,-1.658361763019646,1.574283462969669,3.2825891707294645,-0.18659120673062196,1.5444826653483823,1.467641878959388,0.38030884250552255,0.004942020606680277,1.375404893733151,1.8150779933081982,0.5900257249092727
Rhodes College,Yes,2302,1831,391,58,82,1345,59,15200,4768,550,1500,90.0,96,10.8,47,13388,77,5.918749693922498,Medium,1,1,0.43705989233893194,-0.14765192414485703,1.5482723599064572,-0.34077977642032076,-1.0089401426438158,1.1570367062804472,0.12366360001576755,0.4565508868862346,1.2011418370759805,1.2632379969775114,-0.8177024914772081,1.6993804724452455,1.0757286677847484,0.3581403891754813,0.3296908761245636
Rider University,Yes,3586,2424,730,16,31,2748,1309,13250,5420,700,3100,84.0,92,12.3,23,11299,70,6.167076703277872,Medium,1,1,0.7109899113681739,0.5057577425052063,-0.5849046607537621,0.38799773554180855,0.9147015859817643,0.7653500535832432,1.0360807080301793,2.020927484273434,0.7142803580969322,0.8746535950171559,-0.4084259016153431,0.16480224108923644,0.7135737229763609,0.3581403891754813,-0.48272910176202477
Ripon College,Yes,587,501,211,28,52,735,28,15200,4100,350,650,87.0,90,9.4,49,12472,64,5.100784079945237,Medium,1,1,-0.899674039830938,-0.8577084569624351,0.2564541555541443,-1.052668780513983,-1.3900837948934837,1.1570367062804472,-1.5119094043589478,-1.2442682363007733,0.9534892875353681,0.6902976719925955,-1.22018114926161,1.806191872967965,0.9284721944119869,0.3581403891754813,0.7248839282713606
Rivier College,Yes,484,386,141,6,28,590,1196,9870,4860,600,1100,59.0,59,12.2,19,6744,81,4.978601224091876,Medium,1,1,-1.183422606413072,-1.3593716853941504,-1.7978331880954055,-1.335808250584777,0.849941859466046,-0.01508306179876824,0.4496014388117547,-0.18659120673062196,-0.9510154817010009,-1.392393977623881,-0.43508339754859504,-0.16286735762255852,-0.617108365927878,0.3581403891754813,0.34414815040389957
Roanoke College,Yes,2227,1790,437,27,54,1460,239,13425,4425,450,1200,85.0,89,13.0,26,9405,72,5.899869624613669,Medium,1,1,0.41471543536302374,-0.026618478703078787,0.19803987368047105,-0.251186820637223,-0.21316481794747663,0.8019899920325411,-0.6142542984789047,-0.007652219826546156,0.7930785944456105,0.6005650532112241,-0.22412911897517096,0.3918121831278882,0.28251285425200917,0.3581403891754813,0.3866708502858737
Rockhurst College,Yes,935,858,345,22,50,1127,754,9490,4100,500,1500,60.0,79,10.7,21,7519,79,5.38861732376224,Medium,1,1,-0.3301904882905359,-0.2863447083092569,-0.12094221917214974,-0.5394495289192723,0.5278827188663581,-0.11329713689841309,-0.2291946039516519,0.4565508868862346,-0.8956449178437978,-0.20978440474634713,-0.845749676894635,0.004942020606680277,-0.30483583477479637,0.3581403891754813,1.1612832334846235
Rocky Mountain College,Yes,560,392,270,11,31,743,118,8734,3362,600,625,56.0,78,11.3,27,6422,68,5.071122737318803,Low,0,1,-1.1664960964972941,-0.5658022415807163,-1.0845174670653988,-1.039069317256311,-0.628386138396189,-0.3166591231457777,0.4496014388117547,-1.3214798055730637,-1.1115113391571876,-0.28237352323745246,-0.6789541283407586,0.464466880638092,-0.7636719569184205,-1.0987972149572356,-0.31921606516062134
Roger Williams University,Yes,3304,2804,679,10,20,2111,1489,12520,6050,500,730,44.0,54,16.4,8,7957,61,6.121793105813073,Medium,1,1,0.8510961582323112,0.43313140039352394,-1.204141438433242,0.1321850974571828,1.008127569020998,0.6089823530815689,-0.2291946039516519,-1.014444468273074,-1.669305736682963,-1.6057345224000523,0.621184811174139,-1.310419180097965,-0.14944639468591678,0.3581403891754813,0.6920693009318503
Rollins College,Yes,1777,1151,382,31,55,1668,1052,16425,5220,955,750,81.0,85,13.3,23,11561,90,5.769985254146637,High,2,1,-0.02804512207336779,-0.17325484451667084,0.42285937607467217,-0.10912399167352864,0.7589060467809827,1.386441296986302,2.2538655181092837,-0.9606431574678065,0.4835133023364041,0.25767565625110594,-0.14633148248231995,0.16480224108923644,0.764478381565027,1.8150779933081982,-0.6748340277684836
Rosary College,Yes,434,321,141,28,53,624,269,10950,4600,550,950,79.0,82,12.9,30,9264,81,4.908786874758029,Medium,1,1,-1.387179963644372,-1.3593716853941504,0.2564541555541443,-1.262319019742533,-0.14072124272825168,0.2511441271952387,0.12366360001576755,-0.4854840926797661,0.3343576374315665,0.01703484187169807,-0.2502164792374274,0.6744919519989533,0.2450749205154074,0.3581403891754813,-0.049632060350638975
Rowan College of New Jersey,No,3820,1431,695,21,70,5303,3942,4356,4830,800,800,76.0,81,22.1,6,7252,51,6.2018424716312675,Low,0,0,0.1919673022602777,0.45657546961931306,-0.1910995085854955,0.9649575131121805,1.753898283780728,-1.8112563614226775,1.5536080298286021,-0.8317407990918487,0.1176563164912192,-0.060091883356808096,1.8981817508098433,-1.5915826153084158,-0.4065905952790035,-1.0987972149572356,-2.5326326973717905
Rutgers at New Brunswick,No,48094,26330,4520,36,79,21401,3712,7410,4748,690,2009,90.0,95,19.5,19,10474,77,7.47112153280995,Low,0,0,2.8372031805758975,2.09179219053454,0.675328745331237,1.94596474451516,1.7057405701743897,-0.7026779268500261,0.9808435903733325,1.076074016690313,1.2011418370759805,1.1635803366973685,1.333904627868098,-0.16286735762255852,0.5406264827823865,-1.0987972149572356,-1.3567731174817537
Rutgers State University at Camden,No,3366,1752,232,27,79,2585,1300,7411,4748,690,2009,90.0,95,18.6,12,10134,57,6.132095697940979,Low,0,0,0.3935118150208585,-0.7440722794103786,0.19803987368047105,0.3299898796868281,0.9097322620602105,-0.7023699032627505,0.9808435903733325,1.076074016690313,1.2011418370759805,1.1635803366973685,1.1318449172048743,-0.8347120348951067,0.4631012379706993,-1.0987972149572356,-1.5402339142480592
Rutgers State University at Newark,No,5785,2690,499,26,62,4005,1886,7410,4748,690,2009,90.0,95,17.4,16,11878,58,6.426164305526138,Low,0,0,0.8113078082618264,0.11507806589137938,0.13799295441079093,0.7286976975908533,1.1826364700910967,-0.7026779268500261,0.9808435903733325,1.076074016690313,1.2011418370759805,1.1635803366973685,0.8564097284492161,-0.4323290036172367,0.8237403153221827,-1.0987972149572356,-1.917784569009792
Sacred Heart University,Yes,2307,1896,509,19,51,1707,1889,11070,5780,400,600,71.0,73,14.8,16,7120,82,5.919984818148169,Medium,1,1,0.47141014301706696,0.13602267460253614,-0.3392340437249904,-0.08489100248516802,1.1838238392664235,0.27964198004126445,-1.0385747644227592,-1.4016057556008417,-0.2247648828620271,-0.6232192944825511,0.23285911133526874,-0.4323290036172367,-0.4590582053102019,0.3581403891754813,0.5096200269252789
Saint Ambrose University,Yes,897,718,276,12,48,1345,390,10450,4020,500,1500,56.0,56,14.1,16,7444,70,5.363357477544621,Medium,1,1,-0.5164084127482987,-0.5403135442163238,-0.9727316677869278,-0.34077977642032076,0.09241998140341552,0.13014282232927557,-0.2291946039516519,0.4565508868862346,-1.1115113391571876,-1.5240531582747878,0.0578612934555406,-0.4323290036172367,-0.33284940244283134,0.3581403891754813,0.3640466953127048
Saint Anselm College,Yes,2095,1553,514,15,40,1873,94,12950,5400,450,1120,70.0,82,14.5,29,6719,97,5.864921948989334,Medium,1,1,0.2737826535539373,0.14631774960385702,-0.6744109272506593,0.011188250723066997,-0.7561123349498996,0.7017919204959063,-0.6142542984789047,-0.14963079133114482,-0.2904376445599966,0.01703484187169807,0.15826329539749684,0.605737985971725,-0.6280984021063717,0.3581403891754813,-0.03835762245174753
Saint Cloud State University,No,3971,3306,1921,10,34,11493,2206,4259,2625,350,1884,70.0,75,18.9,10,4629,58,6.223084774316569,Low,0,0,1.0078525506458513,1.4024433981340434,-1.204141438433242,1.5455558928314517,1.3006186600480962,-1.8539297490760829,-1.5119094043589478,0.9387067124886153,-0.2904376445599966,-0.4912534379026085,1.1996123641074883,-1.060970526681064,-1.8512163846354668,-1.0987972149572356,0.5823320012198858
Saint Francis College IN,Yes,213,166,85,13,36,513,247,8670,3820,450,1000,43.0,78,12.5,4,7440,48,4.4392139309599905,Low,0,1,-2.1375127209717553,-2.034794972452065,-0.8676768730139961,-1.5232207201768324,-0.19307867368286977,-0.3343981078496482,-0.6142542984789047,-0.38127720177114266,-1.7097120825000167,-0.28237352323745246,-0.3553625238528725,-1.9198799308640517,-0.3343556831845995,-1.0987972149572356,0.2204964694171975
Saint Francis College,Yes,1046,824,284,21,45,1223,451,10880,5050,400,1235,64.0,64,19.3,24,7344,69,5.456534052486974,Medium,1,1,-0.37225779363163336,-0.5073055598220004,-0.1910995085854955,-0.4466515645670517,0.18598865828906008,0.2344255283436202,-1.0385747644227592,0.05172500660973829,-0.6648004755172165,-1.1477182127095475,1.2893215220075742,0.24207061628816592,-0.37088526166853,0.3581403891754813,0.2777730324223894
Saint John's University,Yes,933,800,444,18,45,1691,72,12247,4081,500,600,76.0,85,12.0,38,9853,70,5.387315531626102,Medium,1,1,-0.4030854566420365,-0.009493833128641185,-0.41769469988544683,-0.0947502822317212,-0.9022691057091234,0.5489673813859551,-0.2291946039516519,-1.4016057556008417,0.1176563164912192,0.25767565625110594,-0.48865480430561903,1.186525502100285,0.395936010730769,0.3581403891754813,0.7517989397658787
Saint Joseph's College IN,Yes,920,684,225,24,42,815,222,11200,4250,600,950,55.0,60,14.8,19,7360,67,5.378780227923204,Medium,1,1,-0.5675201826286506,-0.780585278710829,0.012544204192919739,-0.9241820444327393,-0.25794229884583064,0.3102865577817636,0.4496014388117547,-0.4854840926797661,-1.1631383334388996,-1.3460179845367914,0.23285911133526874,-0.16286735762255852,-0.36474599831746674,0.3581403891754813,-0.023464148862510754
Saint Joseph's College,Yes,833,682,217,12,33,716,2196,9985,5180,500,800,53.0,89,27.2,8,4322,85,5.318102331356635,Medium,1,1,-0.5706108825734568,-0.8239537228442008,-0.9727316677869278,-1.0857037011407664,1.2971725737137616,0.014148844162083918,-0.2291946039516519,-0.8317407990918487,-1.2635854783881688,0.6005650532112241,2.934904988775743,-1.310419180097965,-2.1046961629673473,0.3581403891754813,0.488403243366762
Saint Joseph's University,Yes,2519,2003,776,39,71,2473,1314,12750,6350,350,1690,84.0,90,17.4,13,8243,83,5.969867825956235,Medium,1,1,0.5253020051089834,0.5664123550939681,0.8144962912549331,0.2874832189718084,0.9174490323886001,0.6588806117068091,-1.5119094043589478,0.7078187571324343,0.7142803580969322,0.6902976719925955,0.8564097284492161,-0.7285459060471434,-0.05492086408215119,0.3581403891754813,0.32806852782989443
Saint Joseph College,Yes,292,241,96,20,52,543,712,12200,4600,650,950,87.0,90,11.2,32,8680,76,4.65034079575477,Medium,1,1,-1.7091260628801996,-1.8675642192973305,-0.2637884142137955,-1.44636381324485,0.48888785093970066,0.538546706109194,0.7526774067369608,-0.4854840926797661,0.9534892875353681,0.6902976719925955,-0.7065095991630403,0.808539510579746,0.08013667059832047,0.3581403891754813,0.5334002469618067
Saint Louis University,Yes,3294,2855,956,44,67,4576,1140,11690,4730,800,6800,84.0,94,4.6,19,18367,67,6.12011198939724,Medium,1,1,0.8683396578011113,0.7692378760489555,1.0296888476949617,0.8426779868198009,0.815777704404397,0.4237367718403794,1.5536080298286021,3.8112409725817784,0.7142803580969322,1.0656043502924986,-2.828674303956084,-0.16286735762255852,1.6679355100154276,0.3581403891754813,0.8149126251585062
Saint Mary's College,Yes,888,734,393,26,60,1433,27,12730,4514,500,1525,74.0,95,9.9,31,11165,98,5.357206657398768,Medium,1,1,-0.49324428126084785,-0.14205466112492937,0.13799295441079093,-0.271429816918448,-1.4079726500278762,0.6545652233846636,-0.2291946039516519,0.49124292155173377,-0.022123945179242006,1.1635803366973685,-1.0739217798372556,0.7420738947418721,0.6868289478523678,0.3581403891754813,0.541795031701849
Saint Mary's College of Minnesota,Yes,876,802,367,14,35,1263,118,10800,3600,400,820,68.0,74,18.8,19,5081,78,5.348900718068022,Medium,1,1,-0.4004789559268299,-0.21751217837643624,-0.7684736752694478,-0.41057141369962685,-0.628386138396189,0.2152318024408838,-1.0385747644227592,-0.7822591318670264,-0.4189723100864871,-0.5579571392876599,1.1770700285932776,-0.16286735762255852,-1.5218293455062655,0.3581403891754813,1.146849141840421
Saint Mary-of-the-Woods College,Yes,150,130,88,23,50,341,768,10300,4130,500,1700,44.0,58,10.2,37,9678,75,4.198773824892461,Medium,1,1,-2.4244647216107196,-1.9868129824918828,-0.053119072030679164,-2.104542754452261,0.5404465746821491,0.09310267904364704,-0.2291946039516519,0.720306207993199,-1.669305736682963,-1.4375163915219222,-0.9875453814266576,1.1257980885897985,0.3525946969075402,0.3581403891754813,0.814499613982134
Saint Michael's College,Yes,1910,1380,463,16,64,1715,106,13030,5860,500,750,79.0,88,14.5,34,10190,84,5.811747969199109,Medium,1,1,0.1555286763403104,0.03546089341443312,-0.5849046607537621,-0.0800035102034036,-0.6889842338107853,0.7188345309434646,-0.2291946039516519,-0.9606431574678065,0.3343576374315665,0.5124477851823425,0.15826329539749684,0.9383237726310382,0.47614408376032097,0.3581403891754813,-0.16607541321358993
Saint Olaf College,Yes,2248,1673,745,38,73,2888,105,14350,3750,550,550,82.0,88,10.0,31,12502,83,5.905224006704046,Medium,1,1,0.3478117028386949,0.5260096943675744,0.7690207208177242,0.434568285604426,-0.694309287317495,0.9906210769743672,0.12366360001576755,-1.5715860927236946,0.5594977786457802,0.5124477851823425,-1.0450179270912505,0.7420738947418721,0.9335572542834675,0.3581403891754813,-0.01843847128128934
Saint Peter's College,Yes,1606,1413,530,23,38,1921,1154,9408,5520,500,450,78.0,78,12.1,22,7669,53,5.711070260822737,Medium,1,1,0.17926744945670187,0.17850164494855578,-0.053119072030679164,0.037048823355109055,0.8244582066396593,-0.13482823435653962,-0.2291946039516519,-1.9594513469023465,0.2611863106631819,-0.28237352323745246,-0.4618260387652622,0.08579840488433134,-0.2500811103479073,0.3581403891754813,0.9040109141784601
Saint Vincent College,Yes,700,595,278,19,35,1035,182,10850,3936,500,900,62.0,64,12.3,31,8534,88,5.210787634810409,Medium,1,1,-0.715346061359437,-0.5319590398731038,-0.3392340437249904,-0.6379012285170879,-0.37689610893187386,0.22723878076167214,-0.2291946039516519,-0.5948985251698033,-0.7820953142680762,-1.1477182127095475,-0.4084259016153431,0.7420738947418721,0.03620263546184313,0.3581403891754813,0.7011280460678582
Saint Xavier University,Yes,785,647,295,15,65,1670,726,10860,4624,600,794,87.0,100,13.7,15,8953,55,5.281640937434977,Medium,1,1,-0.6263238401953007,-0.4636302335001798,-0.6744109272506593,-0.10786453887796292,0.502111266263199,0.22963581213625453,0.4496014388117547,-0.8468087346405592,0.9534892875353681,1.6789026453905742,-0.043655143285563025,-0.5277223720549751,0.15930465334087432,0.3581403891754813,0.5256548549648719
